name,parent,state,country
Ministry of Defense,Bahrain,4,US
Bahrain Defense Force,Ministry of Defense,5,US
Royal Bahraini Air Force,Bahrain Defense Force,6,US
Gulf Cooperation Council (GCC),Middle East (ME),3,US
Iran,Middle East (ME),3,US
Armed Forces of the Islamic Republic of Iran,Iran,4,US
Islamic Republic of Iran Army / Artesh,Armed Forces of the Islamic Republic of Iran,5,US
Islamic Republic of Iran Air Force (IRIAF),Islamic Republic of Iran Army / Artesh,6,US
Islamic Republic of Iran Army Ground Forces,Islamic Republic of Iran Army / Artesh,6,US
Research and Self-Sufficiency Jihad Organization,Islamic Republic of Iran Army Ground Forces,7,US
Islamic Republic of Iran Navy (IRIN),Islamic Republic of Iran Army / Artesh,6,US
Khatam al-Anbia Air Defense Base / Air Defense Force,Islamic Republic of Iran Army / Artesh,6,US
Navy of Islamic Republic of Iran Army (NEDAJA),Islamic Republic of Iran Army / Artesh,6,US
Islamic Revolutionary Guard Corps (IRGC),Armed Forces of the Islamic Republic of Iran,5,US
Aerospace Force of the Army of the Guardians of the Islamic Revolution (AFAGIR),Islamic Revolutionary Guard Corps (IRGC),6,US
League of Revolutionaries,Islamic Revolutionary Guard Corps (IRGC),6,US
Quds Force,Islamic Revolutionary Guard Corps (IRGC),6,US
Passive Defense Organization (PDO),Armed Forces of the Islamic Republic of Iran,5,US
Iran Companies,Iran,4,US
Ministry of Defence and Armed Forces Logistics,Iran,4,US
Ministry of Foreign Affairs,Iran,4,US
Ministry of Information and Communications Technology,Iran,4,US
Iran Space Agency,Ministry of Information and Communications Technology,5,US
Iranian Space Research Center,Iran Space Agency,6,US
Popular Mobilization Forces (PMF),Iran,4,US
Iraq,Middle East (ME),3,US
Military Industries Authority,Iraq,4,US
Ministry of Defence (MoD),Iraq,4,US
Iraqi Air Force,Ministry of Defence (MoD),5,US
Popular Mobilization Forces (PMF),Iraq,4,US
Jordan,Middle East (ME),3,US
Ministry of Defence (MoD),Jordan,4,US
Jordan Armed Forces (JAF),Ministry of Defence (MoD),5,US
Royal Jordanian Air Force,Jordan Armed Forces (JAF),6,US
Royal Jordanian Army,Jordan Armed Forces (JAF),6,US
Kuwait,Middle East (ME),3,US
Kuwait Air Force,Kuwait,4,US
Lebanon,Middle East (ME),3,US
Ministry of National Defence,Lebanon,4,US
Lebanese Air Force,Ministry of National Defence,5,US
Lebanese Armed Forces,Ministry of National Defence,5,US
Oman,Middle East (ME),3,US
Ministry of Defense,Oman,4,US
Sultan's Armed Forces (SAF),Ministry of Defense,5,US
Royal Air Force of Oman,Sultan's Armed Forces (SAF),6,US
Royal Army of Oman,Sultan's Armed Forces (SAF),6,US
Royal Navy of Oman,Sultan's Armed Forces (SAF),6,US
Sultan's Special Forces,Sultan's Armed Forces (SAF),6,US
Ministry of Finance,Oman,4,US
Pakistan,Middle East (ME),3,US
Ministry of Defense (MoD),Pakistan,4,US
Armed Forces Development Program (AFDP),Ministry of Defense (MoD),5,US
Inter-Services Intelligence (ISI) Directorate,Ministry of Defense (MoD),5,US
Pakistan Armed Forces,Ministry of Defense (MoD),5,US
Pakistan Air Force,Pakistan Armed Forces,6,US
Pakistan Army,Pakistan Armed Forces,6,US
Pakistan Navy,Pakistan Armed Forces,6,US
"Ministry of Finance, Revenue & Economic Affairs",Pakistan,4,US
Ministry of Industries and Production,Pakistan,4,US
Qatar,Middle East (ME),3,US
"Ministry of Administrative Development, Labor, and Social Affairs",Qatar,4,US
Ministry of Defence (MoD),Qatar,4,US
Qatar Emiri Air Force,Ministry of Defence (MoD),5,US
Qatar Emiri Land Force,Ministry of Defence (MoD),5,US
Qatar Emiri Navy,Ministry of Defence (MoD),5,US
Saudi Arabia (KSA),Middle East (ME),3,US
General Authority for Military Industries (GAMI),Saudi Arabia (KSA),4,US
King Abdulaziz City for Science and Technology (KACST),Saudi Arabia (KSA),4,US
Ministry of Defense,Saudi Arabia (KSA),4,US
Royal Saudi Air Defense Forces (RSADF),Ministry of Defense,5,US
Royal Saudi Air Forces (RSAF),Ministry of Defense,5,US
Royal Saudi Land Forces (RSLF),Ministry of Defense,5,US
Royal Saudi Naval Forces (RSNF),Ministry of Defense,5,US
Royal Saudi Strategic Missiles Force (RSSMF),Ministry of Defense,5,US
Ministry of Foreign Affairs (MOFA),Saudi Arabia (KSA),4,US
Ministry of Industry and Mineral Resources,Saudi Arabia (KSA),4,US
Ministry of Interior,Saudi Arabia (KSA),4,US
General Directorate of Border Guard,Ministry of Interior,5,US
Paramilitary Forces,Ministry of Interior,5,US
Ministry of the National Guard,Saudi Arabia (KSA),4,US
Saudi Arabian National Guard Forces (SANG) / White Army,Ministry of the National Guard,5,US
Royal Commission of Jubail and Yanbu,Saudi Arabia (KSA),4,US
Saudi Arabian Military Industries (SAMI),Saudi Arabia (KSA),4,US
Saudi Arabian Royal Guard,Saudi Arabia (KSA),4,US
Syria,Middle East (ME),3,US
Syrian Arab Army,Syria,4,US
United Arab Emirates (UAE),Middle East (ME),3,US
Advanced Technologies Research Council (ATRC),United Arab Emirates (UAE),4,US
Committee for Goods and Materials Subject to Import and Export Control,United Arab Emirates (UAE),4,US
Ministry of Defense,United Arab Emirates (UAE),4,US
UAE Air Force,Ministry of Defense,5,US
UAE Land Force,Ministry of Defense,5,US
UAE Navy,Ministry of Defense,5,US
Tawazun Economic Council (TEC),United Arab Emirates (UAE),4,US
UAE Space Agency,United Arab Emirates (UAE),4,US
Yemen,Middle East (ME),3,US
North America,Countries / Customers,2,US
Canada,North America,3,US
Canadian Space Agency (CSA),Canada,4,US
Department of Industry,Canada,4,US
Canadian Commercial Corporation,Department of Industry,5,US
Canadian Space Agency,Department of Industry,5,US
Department of National Defense,Canada,4,US
Canadian Armed Forces,Department of National Defense,5,US
Canadian Army,Canadian Armed Forces,6,US
Royal Canadian Air Force (RCAF),Canadian Armed Forces,6,US
Royal Canadian Navy (RCN),Canadian Armed Forces,6,US
Canadian Forces Health Services,Department of National Defense,5,US
Innovation for Defense Excellence and Security (IDEaS),Department of National Defense,5,US
Mobilizing Insights in Defense and Security (MINDS),Department of National Defense,5,US
United States (U.S.),North America,3,US
Central Intelligence Agency (CIA),United States (U.S.),4,US
Department of Commerce,United States (U.S.),4,US
Bureau of Industry and Security,Department of Commerce,5,US
Defense Contract Management Agency (DCMA),Department of Commerce,5,US
Defense Contract Management Agency Commercial Item Group (DCMA CIG),Defense Contract Management Agency (DCMA),6,US
National Institute of Standards and Technology (NIST),Department of Commerce,5,US
National Oceanic and Atmospheric Administration (NOAA),Department of Commerce,5,US
National Telecommunications and Information Administration (NTIA),Department of Commerce,5,US
Department of Defense (DoD),United States (U.S.),4,US
Chairman of the Joint Chiefs of Staff (CJCS),Department of Defense (DoD),5,US
J8,Chairman of the Joint Chiefs of Staff (CJCS),6,US
Joint Integrated Air and Missile Defense Organization (JIAMDO),J8,7,US
National Guard Bureau (NGB),Chairman of the Joint Chiefs of Staff (CJCS),6,US
U.S. Air National Guard (ANG),National Guard Bureau (NGB),7,US
U.S. Army National Guard,National Guard Bureau (NGB),7,US
Vice Chairman of the Joint Chiefs of Staff,Chairman of the Joint Chiefs of Staff (CJCS),6,US
Chief Information Officer (CIO),Department of Defense (DoD),5,US
Joint All-Domain Command and Control (JADC2) Cross Functional Team (CFT),Chief Information Officer (CIO),6,US
Project Convergence,Joint All-Domain Command and Control (JADC2) Cross Functional Team (CFT),7,US
Joint Artificial Intelligence Center (JAIC),Chief Information Officer (CIO),6,US
Cyberspace National Mission Initiative (NMI),Joint Artificial Intelligence Center (JAIC),7,US
Department of Defense AI Steering Committee,Joint Artificial Intelligence Center (JAIC),7,US
Joint Logistics Mission Initiative,Joint Artificial Intelligence Center (JAIC),7,US
Joint Warfighting Initiative,Joint Artificial Intelligence Center (JAIC),7,US
Combatant Commands (COCOMs),Department of Defense (DoD),5,US
Africa Command (AFRICOM),Combatant Commands (COCOMs),6,US
Central Command (CENTCOM),Combatant Commands (COCOMs),6,US
Cyber Command (CYBERCOM),Combatant Commands (COCOMs),6,US
Joint Cyber Command and Control (JCC2),Cyber Command (CYBERCOM),7,US
Joint Cyber Warfighting Architecture,Cyber Command (CYBERCOM),7,US
European Command (EUCOM),Combatant Commands (COCOMs),6,US
Indo-Pacific Command (INDOPACOM),Combatant Commands (COCOMs),6,US
Naval Surface Forces Pacific (NAVSURFPAC),Indo-Pacific Command (INDOPACOM),7,US
Surface and Mine Warfighting Development Center (SMWDC),Naval Surface Forces Pacific (NAVSURFPAC),8,US
Surface Development Squadron 1 (SURFDEVRON-1),Naval Surface Forces Pacific (NAVSURFPAC),8,US
Northern Command (NORTHCOM),Combatant Commands (COCOMs),6,US
North American Aerospace Defense Command (NORAD),Northern Command (NORTHCOM),7,US
U.S. Fleet Forces Command (USFF),Northern Command (NORTHCOM),7,US
Southern Command (SOUTHCOM),Combatant Commands (COCOMs),6,US
Space Command (SPACECOM),Combatant Commands (COCOMs),6,US
Combined Force Space Component Command (CFSCC),Space Command (SPACECOM),7,US
Joint Task Force Space Defense (JTF-SD),Space Command (SPACECOM),7,US
National Reconnaissance Office (NRO),Space Command (SPACECOM),7,US
Advanced Systems and Technology (AS&T) Directorate,National Reconnaissance Office (NRO),8,US
IMPACT program,Advanced Systems and Technology (AS&T) Directorate,9,US
Rapid Acquisition of a Small Rocket (RASR),National Reconnaissance Office (NRO),8,US
Special Operations Command (SOCOM),Combatant Commands (COCOMs),6,US
Armed Overwatch,Special Operations Command (SOCOM),7,US
Hyper Enabled Operator (HEO),Special Operations Command (SOCOM),7,US
Next Generation Armored Ground Mobility System (AGMS),Special Operations Command (SOCOM),7,US
PEO SOF Digital Applications,Special Operations Command (SOCOM),7,US
Mission Command,PEO SOF Digital Applications,8,US
"Program Executive Officer for Special Reconnaissance, Surveillance, and Exploitation (PEO-SRSE)",Special Operations Command (SOCOM),7,US
Program Manager for Joint Threat Warning Systems (PM-JTWS),"Program Executive Officer for Special Reconnaissance, Surveillance, and Exploitation (PEO-SRSE)",8,US
SOFWERX,Special Operations Command (SOCOM),7,US
Strategic Command (STRATCOM),Combatant Commands (COCOMs),6,US
Army Forces Strategic Command (ARSTART),Strategic Command (STRATCOM),7,US
U.S. Army Space and Missile Defense Command (USASMDC),Army Forces Strategic Command (ARSTART),8,US
Joint Electromagnetic Preparedness for Advanced Combat,Strategic Command (STRATCOM),7,US
Joint Electronic Warfare Center,Strategic Command (STRATCOM),7,US
Joint Force Space Component Command (JFSCC),Strategic Command (STRATCOM),7,US
Combined Space Operations Center (CSpOC),Joint Force Space Component Command (JFSCC),8,US
NC3 Enterprise Center (NEC),Strategic Command (STRATCOM),7,US
Transportation Command (TRANSCOM),Combatant Commands (COCOMs),6,US
Cost Assessment and Program Evaluation (CAPE) Office,Department of Defense (DoD),5,US
Defense Advanced Research Projects Agency (DARPA),Department of Defense (DoD),5,US
Defense Sciences Office (DSO),Defense Advanced Research Projects Agency (DARPA),6,US
Information Innovation Office (I2O),Defense Advanced Research Projects Agency (DARPA),6,US
LogX,Defense Advanced Research Projects Agency (DARPA),6,US
Microsystems Technology Office (MTO),Defense Advanced Research Projects Agency (DARPA),6,US
Defense Counterintelligence and Security Agency (DCSA),Department of Defense (DoD),5,US
Defense Digital Service (DDS),Department of Defense (DoD),5,US
Defense Health Agency (DHA),Department of Defense (DoD),5,US
Defense Information Systems Agency (DISA),Department of Defense (DoD),5,US
Emerging Technology Directorate,Defense Information Systems Agency (DISA),6,US
Secure Access File Exchange (SAFE),Defense Information Systems Agency (DISA),6,US
Defense Innovation Board,Department of Defense (DoD),5,US
Defense Innovation Unit (DIU),Department of Defense (DoD),5,US
National Security Innovation Network (NSIN),Defense Innovation Unit (DIU),6,US
Defense Intelligence Agency (DIA),Department of Defense (DoD),5,US
Helios,Defense Intelligence Agency (DIA),6,US
Machine-Assisted Analytic Rapid-Repository System (MARS),Defense Intelligence Agency (DIA),6,US
Defense Logistics Agency (DLA),Department of Defense (DoD),5,US
Defense Security Cooperation University,Department of Defense (DoD),5,US
Defense Threat Reduction Agency (DTRA),Department of Defense (DoD),5,US
Department of Defense Inspector General (DoDIG),Department of Defense (DoD),5,US
Department of the Air Force (DoAF),Department of Defense (DoD),5,US
Air Force Chief of Staff,Department of the Air Force (DoAF),6,US
Secretary of the Air Force (SECAF),Department of the Air Force (DoAF),6,US
Air Force Rapid Capabilities Office (RCO),Secretary of the Air Force (SECAF),7,US
"Assistant Secretary of the Air Force for Acquisition, Technology and Logistics (SAF/AQ)",Secretary of the Air Force (SECAF),7,US
Air Force Life Cycle Management Center (AFLCMC),"Assistant Secretary of the Air Force for Acquisition, Technology and Logistics (SAF/AQ)",8,US
Air Force Rapid Sustainment Office (RSO),Air Force Life Cycle Management Center (AFLCMC),9,US
Condition-Based Maintenance (CBM+),Air Force Rapid Sustainment Office (RSO),10,US
Air Force Security Assistance and Cooperation Directorate (AFSAC),Air Force Life Cycle Management Center (AFLCMC),9,US
"Program Directorate, Propulsion",Air Force Life Cycle Management Center (AFLCMC),9,US
Program Executive Office Advanced Aircraft (PEO AA) Directorate,Air Force Life Cycle Management Center (AFLCMC),9,US
Program Executive Office Agile Combat Support (PEO ACS) Directorate,Air Force Life Cycle Management Center (AFLCMC),9,US
Program Executive Office Armament (PEO Armament) Directorate,Air Force Life Cycle Management Center (AFLCMC),9,US
Program Executive Office Business and Enterprise Systems (PEO BES) Directorate,Air Force Life Cycle Management Center (AFLCMC),9,US
"Program Executive Office Command, Control, Communications, Intelligence and Networks (PEO C3I&N)",Air Force Life Cycle Management Center (AFLCMC),9,US
Aerial Networks Division (AFLCMC/HNA),"Program Executive Office Command, Control, Communications, Intelligence and Networks (PEO C3I&N)",10,US
C3I Infrastructure Division (AFLCMC/HNI),"Program Executive Office Command, Control, Communications, Intelligence and Networks (PEO C3I&N)",10,US
Cryptologic and Cyber Systems Division (AFLCMC/HNC),"Program Executive Office Command, Control, Communications, Intelligence and Networks (PEO C3I&N)",10,US
Family of Advanced Beyond Line-of-Sight Terminals (FAB-T) Division (AFLCMC/HNS),"Program Executive Office Command, Control, Communications, Intelligence and Networks (PEO C3I&N)",10,US
Nuclear Networks Division (AFLCMC/HNN),"Program Executive Office Command, Control, Communications, Intelligence and Networks (PEO C3I&N)",10,US
Program Executive Office Digital (PEO Digital) Directorate,Air Force Life Cycle Management Center (AFLCMC),9,US
Theater Battle Control Division (AFLCMC/HBD),Program Executive Office Digital (PEO Digital) Directorate,10,US
Program Executive Office for ISR and Special Operations Forces (PEO ISR & SOF) Directorate,Air Force Life Cycle Management Center (AFLCMC),9,US
Program Executive Office for the Presidential and Executive Airlift Directorate,Air Force Life Cycle Management Center (AFLCMC),9,US
Program Executive Office Mobility and Training Aircraft (PEO Mobility) Directorate,Air Force Life Cycle Management Center (AFLCMC),9,US
Program Executive Office Strategic Systems (PEO S&S),Air Force Life Cycle Management Center (AFLCMC),9,US
Program Executive Office Tankers (PEO Tankers) Directorate,Air Force Life Cycle Management Center (AFLCMC),9,US
Program Executive Officer for the Fighters and Bombers (PEO FB) Directorate,Air Force Life Cycle Management Center (AFLCMC),9,US
Air Force Nuclear Weapons Center (AFNWC),"Assistant Secretary of the Air Force for Acquisition, Technology and Logistics (SAF/AQ)",8,US
